Location,Household Type,TimeFrame,DataFormat,Data,Fips
Crown Heights North,Families without Children,2010,Dollars,54725.50396,308
Brownsville,Families without Children,2010,Dollars,51721.94209,316
East New York,Families without Children,2010,Dollars,51664.90476,305
Canarsie,Families without Children,2010,Dollars,80241.82386,318
East Flatbush,Families without Children,2010,Dollars,64346.61041,317
Crown Heights South,Families without Children,2010,Dollars,56753.3633,309
Sunset Park,Families without Children,2010,Dollars,51684.32172,307
Bay Ridge,Families without Children,2010,Dollars,73694.66578,310
Borough Park,Families without Children,2010,Dollars,50231.68998,312
Flatbush/Midwood,Families without Children,2010,Dollars,65722.78784,314
Sheepshead Bay,Families without Children,2010,Dollars,73078.17712,315
Bensonhurst,Families without Children,2010,Dollars,58121.04581,311
Coney Island,Families without Children,2010,Dollars,50741.38533,313
Astoria,Families without Children,2010,Dollars,64233.74929,401
Jackson Heights,Families without Children,2010,Dollars,64082.05425,403
Flushing,Families without Children,2010,Dollars,72449.55286,407
Bayside,Families without Children,2010,Dollars,93353.12988,411
Queens Village,Families without Children,2010,Dollars,107122.1856,413
Fresh Meadows/Briarwood,Families without Children,2010,Dollars,86577.82245,408
Elmhurst/Corona,Families without Children,2010,Dollars,68246.99337,404
Rego Park/Forest Hills,Families without Children,2010,Dollars,82514.8224,406
Sunnyside/Woodside,Families without Children,2010,Dollars,80701.76324,402
Ridgewood/Glendale,Families without Children,2010,Dollars,75836.59979,405
Woodhaven,Families without Children,2010,Dollars,89427.26215,409
Jamaica/St. Albans,Families without Children,2010,Dollars,75876.64729,412
Howard Beach,Families without Children,2010,Dollars,79770.96245,410
The Rockaways,Families without Children,2010,Dollars,76284.40356,414
Bronx,Families without Children,2010,Dollars,57932.94396,36005
Brooklyn,Families without Children,2010,Dollars,62055.40847,36047
Manhattan,Families without Children,2010,Dollars,95479.28761,36061
Queens,Families without Children,2010,Dollars,79750.33192,36081
Staten Island,Families without Children,2010,Dollars,106229.0052,36085
New York City,Families without Children,2010,Dollars,73465.30287,3651000
Riverdale,All Households,2011,Dollars,65039.47657,208
Williamsbridge,All Households,2011,Dollars,51017.73996,212
Throgs Neck,All Households,2011,Dollars,63053.56538,210
Pelham Parkway,All Households,2011,Dollars,48078.4026,211
Morrisania,All Households,2011,Dollars,26396.21711,203
East Tremont,All Households,2011,Dollars,26396.21711,206
Bedford Park,All Households,2011,Dollars,36161.75546,207
University Heights,All Households,2011,Dollars,30621.73582,205
Concourse/Highbridge,All Households,2011,Dollars,26961.42891,204
Unionport/Soundview,All Households,2011,Dollars,42282.32667,209
Mott Haven,All Households,2011,Dollars,24951.91806,201
Hunts Point,All Households,2011,Dollars,24951.91806,202
Washington Heights,All Households,2011,Dollars,44344.93675,112
Manhattanville,All Households,2011,Dollars,46592.80415,109
Central Harlem,All Households,2011,Dollars,41712.39494,110
East Harlem,All Households,2011,Dollars,36461.47111,111
Upper East Side,All Households,2011,Dollars,124154.2591,108
Upper West Side,All Households,2011,Dollars,108747.2226,107
Chelsea/Clinton,All Households,2011,Dollars,97973.97884,104
Midtown Business District,All Households,2011,Dollars,97973.97884,105
Murray Hill/Stuyvesant,All Households,2011,Dollars,119824.9019,106
Lower East Side,All Households,2011,Dollars,46210.48969,103
Battery Park/Tribeca,All Households,2011,Dollars,141439.8284,101
Greenwich Village,All Households,2011,Dollars,141439.8284,102
Tottenville,All Households,2011,Dollars,95958.56807,503
South Beach,All Households,2011,Dollars,83847.22375,502
St. George,All Households,2011,Dollars,63962.1522,501
Williamsburg/Greenpoint,All Households,2011,Dollars,55462.73549,301
Bushwick,All Households,2011,Dollars,40286.97562,304
Bedford Stuyvesant,All Households,2011,Dollars,38153.56656,303
Fort Greene/Brooklyn Hts,All Households,2011,Dollars,73212.03802,302
Park Slope,All Households,2011,Dollars,103004.2459,306
Crown Heights North,All Households,2011,Dollars,47802.2866,308
Brownsville,All Households,2011,Dollars,30403.43898,316
East New York,All Households,2011,Dollars,35230.74896,305
Canarsie,All Households,2011,Dollars,70345.8596,318
East Flatbush,All Households,2011,Dollars,52661.45612,317
Crown Heights South,All Households,2011,Dollars,44185.63907,309
Sunset Park,All Households,2011,Dollars,50201.19181,307
Bay Ridge,All Households,2011,Dollars,66717.41223,310
Borough Park,All Households,2011,Dollars,40560.73165,312
Flatbush/Midwood,All Households,2011,Dollars,47753.90731,314
Sheepshead Bay,All Households,2011,Dollars,56178.9851,315
Bensonhurst,All Households,2011,Dollars,52466.75894,311
Coney Island,All Households,2011,Dollars,33164.59893,313
Astoria,All Households,2011,Dollars,55124.0804,401
Jackson Heights,All Households,2011,Dollars,55009.62206,403
Flushing,All Households,2011,Dollars,58562.55052,407
Bayside,All Households,2011,Dollars,90891.72157,411
Queens Village,All Households,2011,Dollars,88927.05007,413
Fresh Meadows/Briarwood,All Households,2011,Dollars,62822.28873,408
Elmhurst/Corona,All Households,2011,Dollars,53855.5988,404
Rego Park/Forest Hills,All Households,2011,Dollars,77763.23201,406
Sunnyside/Woodside,All Households,2011,Dollars,59123.04239,402
Ridgewood/Glendale,All Households,2011,Dollars,61849.98284,405
Woodhaven,All Households,2011,Dollars,64727.96109,409
Jamaica/St. Albans,All Households,2011,Dollars,59023.92383,412
Howard Beach,All Households,2011,Dollars,69071.47808,410
The Rockaways,All Households,2011,Dollars,49871.97658,414
Bronx,All Households,2011,Dollars,37827.89129,36005
Brooklyn,All Households,2011,Dollars,50446.62825,36047
Manhattan,All Households,2011,Dollars,78231.68521,36061
Queens,All Households,2011,Dollars,63214.04305,36081
Staten Island,All Households,2011,Dollars,83280.83197,36085
New York City,All Households,2011,Dollars,58363.13341,3651000
Riverdale,Families,2011,Dollars,68702.14344,208
Williamsbridge,Families,2011,Dollars,61104.23365,212
Throgs Neck,Families,2011,Dollars,81992.29066,210
Pelham Parkway,Families,2011,Dollars,56935.35412,211
Morrisania,Families,2011,Dollars,29542.05148,203
East Tremont,Families,2011,Dollars,29542.05148,206
Bedford Park,Families,2011,Dollars,37588.35476,207
University Heights,Families,2011,Dollars,31441.82392,205
Concourse/Highbridge,Families,2011,Dollars,29153.83711,204
Unionport/Soundview,Families,2011,Dollars,48905.5706,209
Mott Haven,Families,2011,Dollars,28673.58408,201
Hunts Point,Families,2011,Dollars,28673.58408,202
Washington Heights,Families,2011,Dollars,43662.90665,112
Manhattanville,Families,2011,Dollars,50572.88642,109
Central Harlem,Families,2011,Dollars,45087.14599,110
East Harlem,Families,2011,Dollars,43236.93283,111
Upper East Side,Families,2011,Dollars,228740.862,108
Upper West Side,Families,2011,Dollars,166828.3401,107
Chelsea/Clinton,Families,2011,Dollars,146983.3879,104
Midtown Business District,Families,2011,Dollars,146983.3879,105
Murray Hill/Stuyvesant,Families,2011,Dollars,197612.9135,106
Lower East Side,Families,2011,Dollars,44111.30014,103
Battery Park/Tribeca,Families,2011,Dollars,221966.5803,101
Greenwich Village,Families,2011,Dollars,221966.5803,102
Tottenville,Families,2011,Dollars,109100.0375,503
South Beach,Families,2011,Dollars,93646.9816,502
St. George,Families,2011,Dollars,78398.0628,501
Williamsburg/Greenpoint,Families,2011,Dollars,40507.63242,301
Bushwick,Families,2011,Dollars,40203.19683,304
Bedford Stuyvesant,Families,2011,Dollars,43364.37098,303
Fort Greene/Brooklyn Hts,Families,2011,Dollars,83350.45096,302
Park Slope,Families,2011,Dollars,130824.7023,306
Crown Heights North,Families,2011,Dollars,50082.01354,308
Brownsville,Families,2011,Dollars,31904.37721,316
East New York,Families,2011,Dollars,39545.94637,305
Canarsie,Families,2011,Dollars,79627.60496,318
East Flatbush,Families,2011,Dollars,65117.35544,317
Crown Heights South,Families,2011,Dollars,55974.84806,309
Sunset Park,Families,2011,Dollars,49643.0599,307
Bay Ridge,Families,2011,Dollars,75631.00293,310
Borough Park,Families,2011,Dollars,48856.01132,312
Flatbush/Midwood,Families,2011,Dollars,56789.03625,314
Sheepshead Bay,Families,2011,Dollars,66676.11283,315
Bensonhurst,Families,2011,Dollars,61231.6718,311
Coney Island,Families,2011,Dollars,50092.63338,313
Astoria,Families,2011,Dollars,59311.83965,401
Jackson Heights,Families,2011,Dollars,59068.76318,403
Flushing,Families,2011,Dollars,63624.67709,407
Bayside,Families,2011,Dollars,105779.5656,411
Queens Village,Families,2011,Dollars,95537.31418,413
Fresh Meadows/Briarwood,Families,2011,Dollars,73903.50799,408
Elmhurst/Corona,Families,2011,Dollars,52997.75124,404
Rego Park/Forest Hills,Families,2011,Dollars,93950.23721,406
Sunnyside/Woodside,Families,2011,Dollars,68082.65243,402
Ridgewood/Glendale,Families,2011,Dollars,78623.43953,405
Woodhaven,Families,2011,Dollars,66105.00111,409
Jamaica/St. Albans,Families,2011,Dollars,65241.25364,412
Howard Beach,Families,2011,Dollars,74310.60209,410
The Rockaways,Families,2011,Dollars,60261.72587,414
Bronx,Families,2011,Dollars,43274.69228,36005
Brooklyn,Families,2011,Dollars,57728.30262,36047
Manhattan,Families,2011,Dollars,88878.67077,36061
Queens,Families,2011,Dollars,72015.53538,36081
Staten Island,Families,2011,Dollars,96770.3963,36085
New York City,Families,2011,Dollars,64108.47007,3651000
Riverdale,Families with Children,2011,Dollars,62293.6564,208
Williamsbridge,Families with Children,2011,Dollars,49987.6149,212
Throgs Neck,Families with Children,2011,Dollars,89561.88086,210
Pelham Parkway,Families with Children,2011,Dollars,45685.39731,211
Morrisania,Families with Children,2011,Dollars,27415.72232,203
East Tremont,Families with Children,2011,Dollars,27415.72232,206
Bedford Park,Families with Children,2011,Dollars,35457.30567,207
University Heights,Families with Children,2011,Dollars,26068.18187,205
Concourse/Highbridge,Families with Children,2011,Dollars,26083.52165,204
Unionport/Soundview,Families with Children,2011,Dollars,36896.88479,209
Mott Haven,Families with Children,2011,Dollars,26089.42156,201
Hunts Point,Families with Children,2011,Dollars,26089.42156,202
Washington Heights,Families with Children,2011,Dollars,41580.23686,112
Manhattanville,Families with Children,2011,Dollars,48199.94084,109
Central Harlem,Families with Children,2011,Dollars,42435.72445,110
East Harlem,Families with Children,2011,Dollars,36791.86632,111
Upper East Side,Families with Children,2011,Dollars,#VALUE!,108
Upper West Side,Families with Children,2011,Dollars,213725.5798,107
Chelsea/Clinton,Families with Children,2011,Dollars,141127.1329,104
Midtown Business District,Families with Children,2011,Dollars,141127.1329,105
Murray Hill/Stuyvesant,Families with Children,2011,Dollars,264102.5891,106
Lower East Side,Families with Children,2011,Dollars,43238.11281,103
Battery Park/Tribeca,Families with Children,2011,Dollars,248555.1346,101
Greenwich Village,Families with Children,2011,Dollars,248555.1346,102
Tottenville,Families with Children,2011,Dollars,120000.7193,503
South Beach,Families with Children,2011,Dollars,93759.07998,502
St. George,Families with Children,2011,Dollars,72462.74889,501
Williamsburg/Greenpoint,Families with Children,2011,Dollars,32175.77327,301
Bushwick,Families with Children,2011,Dollars,32161.61348,304
Bedford Stuyvesant,Families with Children,2011,Dollars,36384.77222,303
Fort Greene/Brooklyn Hts,Families with Children,2011,Dollars,92818.63362,302
Park Slope,Families with Children,2011,Dollars,143985.0514,306
Crown Heights North,Families with Children,2011,Dollars,34798.87523,308
Brownsville,Families with Children,2011,Dollars,26061.10197,316
East New York,Families with Children,2011,Dollars,36088.59652,305
Canarsie,Families with Children,2011,Dollars,77507.17572,318
East Flatbush,Families with Children,2011,Dollars,55153.57997,317
Crown Heights South,Families with Children,2011,Dollars,49929.79574,309
Sunset Park,Families with Children,2011,Dollars,41606.19648,307
Bay Ridge,Families with Children,2011,Dollars,70929.95113,310
Borough Park,Families with Children,2011,Dollars,40973.72566,312
Flatbush/Midwood,Families with Children,2011,Dollars,49946.3155,314
Sheepshead Bay,Families with Children,2011,Dollars,66849.57031,315
Bensonhurst,Families with Children,2011,Dollars,59836.93204,311
Coney Island,Families with Children,2011,Dollars,48071.3227,313
Astoria,Families with Children,2011,Dollars,55486.33514,401
Jackson Heights,Families with Children,2011,Dollars,46370.96737,403
Flushing,Families with Children,2011,Dollars,62906.06752,407
Bayside,Families with Children,2011,Dollars,104337.6265,411
Queens Village,Families with Children,2011,Dollars,90286.39035,413
Fresh Meadows/Briarwood,Families with Children,2011,Dollars,71590.74154,408
Elmhurst/Corona,Families with Children,2011,Dollars,40806.16809,404
Rego Park/Forest Hills,Families with Children,2011,Dollars,102371.7751,406
Sunnyside/Woodside,Families with Children,2011,Dollars,57384.9276,402
Ridgewood/Glendale,Families with Children,2011,Dollars,73178.9985,405
Woodhaven,Families with Children,2011,Dollars,57893.50023,409
Jamaica/St. Albans,Families with Children,2011,Dollars,52228.4024,412
Howard Beach,Families with Children,2011,Dollars,67531.60042,410
The Rockaways,Families with Children,2011,Dollars,49564.00105,414
Bronx,Families with Children,2011,Dollars,36064.99686,36005
Brooklyn,Families with Children,2011,Dollars,49490.84211,36047
Manhattan,Families with Children,2011,Dollars,84463.17482,36061
Queens,Families with Children,2011,Dollars,62801.04904,36081
Staten Island,Families with Children,2011,Dollars,99629.49482,36085
New York City,Families with Children,2011,Dollars,55447.39571,3651000
Riverdale,Families without Children,2011,Dollars,73432.69482,208
Williamsbridge,Families without Children,2011,Dollars,76524.24998,212
Throgs Neck,Families without Children,2011,Dollars,77497.73586,210
Pelham Parkway,Families without Children,2011,Dollars,67074.94704,211
Morrisania,Families without Children,2011,Dollars,36103.93629,203
East Tremont,Families without Children,2011,Dollars,36103.93629,206
Bedford Park,Families without Children,2011,Dollars,41016.20504,207
University Heights,Families without Children,2011,Dollars,36400.112,205
Concourse/Highbridge,Families without Children,2011,Dollars,34211.24375,204
Unionport/Soundview,Families without Children,2011,Dollars,55948.88843,209
Mott Haven,Families without Children,2011,Dollars,35876.1996,201
Hunts Point,Families without Children,2011,Dollars,35876.1996,202
Washington Heights,Families without Children,2011,Dollars,47055.35744,112
Manhattanville,Families without Children,2011,Dollars,51892.10728,109
Central Harlem,Families without Children,2011,Dollars,46582.1843,110
East Harlem,Families without Children,2011,Dollars,50464.32799,111
